 ----------------------header-------------------------- 2018-08-08 10:14:48,796 [1] INFO  loginfo - 文件接收工具启动
2018-08-08 10:15:10,877 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:10,937 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:10,987 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,047 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,107 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,157 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,217 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,267 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,328 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,388 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,438 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,498 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,548 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,608 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,668 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,728 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,778 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,838 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,888 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:11,948 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,008 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,058 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,118 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,178 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,238 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,298 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,348 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,408 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,458 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,518 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,578 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,628 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,688 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,738 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,798 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,848 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,908 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:12,968 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,028 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,078 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,138 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,188 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,248 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,308 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,358 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,418 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,478 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,528 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,588 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,638 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,708 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,758 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,818 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,868 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,928 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:13,988 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,038 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,098 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,158 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,208 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,268 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,329 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,379 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,439 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,489 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,549 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,609 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,669 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,719 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,779 [8] INFO  loginfo - 收到数据文件
2018-08-08 10:15:14,829 [8] INFO  loginfo - 收到数据文件
